text,libertad_economica_score,libertad_personal_score
"La cuestión del cambio climático no es sólo una preocupación ambiental, sino un importante problema geopolítico que afecta a todas las naciones, independientemente de su estado económico o político. Requiere un esfuerzo y un compromiso globales y coordinados con las fuentes de energía renovables y las prácticas sostenibles. Además, las naciones más ricas necesitan asumir la responsabilidad, ya que a menudo contribuyen más a esta crisis, y ayudar a los países en desarrollo a implementar tecnologías ecológicas.",1,0
"Si bien es importante defender los valores de justicia e igualdad para todos, es igualmente crucial respetar el estado de derecho en lo que respecta a la política de inmigración. Debemos asegurarnos de que nuestros sistemas están en vigor para la seguridad y prosperidad de nuestro pueblo, así como para aquellos que buscan una vida mejor en nuestro país. No se trata de cerrar puertas, sino de abrirlas de una manera regulada y legal.",0,-1
"Es fundamental fomentar un entorno en el que todos, independientemente de su origen racial o étnico, sean tratados con el mismo respeto, dignidad y oportunidades. Las disparidades estructurales y el racismo sistémico han afectado desproporcionadamente a ciertos grupos raciales y étnicos, afectando su acceso a una educación de calidad, a la atención de la salud y a los recursos económicos. Debemos seguir trabajando para desmantelar estos prejuicios y esforzarnos por crear una sociedad más equitativa e inclusiva para todos.",0,1
"Creo firmemente en los principios de la intervención gubernamental limitada, la responsabilidad fiscal y el capitalismo de libre mercado. Una economía próspera surge de la libertad individual y del espíritu empresarial del sector privado. El papel del gobierno debe ser principalmente defender la ley y el orden, salvaguardar los derechos constitucionales y garantizar unas condiciones equitativas para todos.",-1,0
"Creo firmemente en la importancia de un sistema sanitario robusto y accesible para todos los ciudadanos. Nuestra sociedad prospera cuando todos pueden recibir la atención médica que necesitan sin afrontar la carga de los costes excesivos. Además, creo que la salud es un derecho humano fundamental, y no un privilegio reservado a quienes pueden permitírselo.",0,1
"Al examinar el estado de nuestro sistema educativo, es fundamental considerar el valor de la elección escolar. Permitir a los padres la libertad de decidir dónde sus hijos pueden recibir su educación fomenta la competencia y la innovación, lo que puede conducir a experiencias educativas de mayor calidad y más adaptadas. Además, la creencia en la responsabilidad individual se extiende a la salud, enfatizando que un sistema de libre mercado puede promover la competencia, reducir costos y mejores servicios.",0,-1
"Creo firmemente en la necesidad de un sistema tributario progresivo, en el que los ricos sean gravados a un tipo más alto que los menos afortunados. Esto no sólo ayuda a reducir la creciente brecha de riqueza, sino que también garantiza que los servicios públicos e infraestructuras necesarios estén adecuadamente financiados. Por lo tanto, considero la reciente tendencia de recortes fiscales para los más ricos como un paso perjudicial hacia el logro de la igualdad económica.",1,0
"En cuanto a la libertad religiosa, creo firmemente que es un derecho fundamental consagrado en nuestra Constitución al que todo ciudadano tiene derecho. La injerencia gubernamental en nuestras prácticas religiosas debe mantenerse al mínimo. Esta piedra angular del individualismo estadounidense debe ser protegida para mantener el diverso tejido cultural de nuestra nación.",0,-1
"Al abordar la cuestión de la desigualdad racial, es fundamental reconocer las barreras sistémicas que han perpetuado las disparidades y las injusticias. Fomentar una sociedad equitativa requiere que fomentemos políticas encaminadas a desmantelar estas barreras sistémicas y garantizar la igualdad de oportunidades para todos, independientemente de la raza. La diversidad en nuestra sociedad debe ser celebrada; contribuye a nuestra riqueza y fortaleza como nación.",0,1
"Abordar el cambio climático debe ser una prioridad en nuestra agenda global. Dado que afecta tanto a nuestra seguridad económica como a la defensa nacional, la cooperación internacional es esencial para lograr soluciones efectivas. Además, los Estados Unidos deben recuperar su papel de liderazgo en este esfuerzo, fomentando prácticas sostenibles, energías renovables y avances tecnológicos no solo a nivel nacional, sino también mundial.",1,0
"El cambio climático es una de las cuestiones más apremiantes de nuestro tiempo y es importante que lo abordemos con prontitud. Necesitamos adoptar fuentes de energía limpias, como la energía eólica y solar, para reducir nuestra huella de carbono y proteger nuestro planeta. Es nuestra responsabilidad asegurar que las generaciones futuras hereden un mundo sostenible y habitable.",0,0
"Creo en la creación de un marco económico que garantice una oportunidad justa para todos, lo que incluye abogar por un sistema tributario progresivo en el que los más ricos paguen su parte justa, e invertir en servicios públicos como la educación y la salud para igualar las condiciones de juego. Para fomentar el crecimiento económico, debemos garantizar que nuestras políticas protejan los derechos de los trabajadores, incluido su derecho a organizarse, al tiempo que promueven la justicia social y económica para las comunidades marginadas.",1,0
"Creo que la separación de la Iglesia y el Estado es un principio fundamental que garantiza la igualdad de trato de todos los individuos, independientemente de su fe o de su falta. Es esencial para defender los ideales de libertad y diversidad que nuestra nación valora. Por lo tanto, cualquier legislación que favorezca o discrimine contra una religión en particular socava nuestros principios democráticos y debe ser cuestionada.",0,1
"Creo en el valor intrínseco de cada individuo y en la importancia de la igualdad social. Es crucial que sigamos rompiendo las barreras sistémicas y trabajando para crear una sociedad en la que todos, independientemente de su raza, identidad de género o entorno económico, tengan las mismas oportunidades de prosperar. La salud universal y la educación de calidad deben ser accesibles para todos, ya que son derechos fundamentales, no privilegios.",0,1
"El acceso a una educación de calidad para todos, independientemente de su entorno socioeconómico, es vital para nuestra sociedad. Las disparidades educativas perpetúan los ciclos de pobreza y dificultan la movilidad social. Por lo tanto, es crucial invertir en nuestras escuelas públicas e implementar políticas que hagan que la educación superior sea más asequible.",0,1
"Creo firmemente que la diplomacia integral debe estar a la vanguardia de nuestro enfoque de los asuntos internacionales; por ejemplo, en relación con el conflicto israelo-palestino, es crucial promover diálogos y negociaciones constructivos que defiendan los derechos y la seguridad de todas las partes involucradas; el objetivo final debe ser una solución pacífica de dos Estados, que reconozca las aspiraciones legítimas tanto de israelíes como de palestinos.",1,0
"Creo firmemente en la importancia fundamental de la libertad religiosa, defendiendo el principio de que los individuos deben ser libres de practicar su propia fe sin interferencia gubernamental. Hay una necesidad de respetar las creencias profundamente arraigadas, incluso cuando estas creencias divergen del sentimiento dominante. La sociedad debe esforzarse por fomentar un ambiente de tolerancia religiosa genuina, donde el derecho a discrepar está salvaguardado como un aspecto esencial de una sociedad pluralista y verdaderamente democrática.",0,-1
"Creo en la importancia de una intervención gubernamental limitada, permitiendo que el libre mercado y la empresa individual impulsen el crecimiento económico. Es crucial defender los valores familiares tradicionales y la libertad personal. Además, una fuerte defensa nacional es primordial para garantizar la seguridad y la libertad de nuestros ciudadanos.",-1,0
"La seguridad nacional es nuestra responsabilidad primordial y debemos permanecer vigilantes en la protección de nuestras fronteras. Las amenazas potenciales que plantea la inmigración incontrolada subrayan la importancia de contar con una política de inmigración estricta, pero justa. La diplomacia internacional debe ser abordada con fuerza y firmeza, pero también con el entendimiento de que el fomento de las relaciones con otras naciones es mutuamente beneficioso.",-1,0
"En mi opinión, es esencial defender el principio de la libertad religiosa, que es una piedra angular de nuestra sociedad. Todo individuo debe ser libre de seguir sus creencias sin interferencias, dado que no infringe los derechos y libertades de los demás. Al mismo tiempo, es vital que mantengamos un diálogo respetuoso entre diferentes sistemas de creencias para fomentar la comprensión y la coexistencia.",0,-1
"Creo firmemente en la necesidad de la cooperación mundial para combatir el cambio climático, una amenaza que no conoce fronteras. Estados Unidos, como uno de los mayores emisores de carbono, debe asumir un papel de liderazgo en la movilización de la comunidad internacional para abordar esta cuestión. Es fundamental para el futuro de nuestro planeta que nos reincorporemos a los acuerdos internacionales sobre el clima y reduzcamos nuestra propia huella de carbono a través de políticas sostenibles.",1,0
"Creo firmemente en el sistema de libre mercado de nuestra nación y en su potencial para fomentar el crecimiento económico y la innovación. El concepto de aumentar el salario mínimo, aunque aparentemente beneficioso para los trabajadores, puede imponer cargas significativas a las pequeñas empresas y puede conducir inadvertidamente a un aumento del desempleo. Por lo tanto, es vital abordar esta cuestión con una comprensión matizada, asegurando que nuestro entorno empresarial siga siendo competitivo y nuestros ciudadanos sigan teniendo amplias oportunidades de empleo.",-1,0
"Si bien respeto en gran medida el concepto de libertad individual y derechos personales, creo firmemente que es crucial defender la tradición, los valores morales y el orden social en nuestra sociedad. En cuanto a asuntos económicos, favoreo el capitalismo de libre mercado como base para la prosperidad y el crecimiento, promoviendo la competencia y la meritocracia. Por último, el fortalecimiento de nuestra seguridad nacional siempre debe ser una prioridad, garantizando la seguridad y la soberanía de nuestra nación.",-1,0
"Creo firmemente que necesitamos priorizar las prácticas sostenibles y las fuentes de energía renovables para combatir el cambio climático. Nuestra dependencia de los combustibles fósiles no sólo es perjudicial para nuestro medio ambiente, sino también insostenible a largo plazo. Implementar cambios en las políticas para reducir la huella de carbono e invertir en tecnologías verdes son primordiales para la salud de nuestro planeta y las generaciones futuras.",0,0
"Si bien reconozco la importancia de mantener el tejido cultural y la estabilidad económica de nuestra nación, tengo la convicción de que debe haber un equilibrio en las políticas de inmigración para garantizar que las puertas permanezcan abiertas para aquellos que verdaderamente buscan mejores vidas y contribuyen positivamente a nuestra sociedad. Sin embargo, este equilibrio también debe hacer hincapié en mecanismos rigurosos de investigación, para preservar la seguridad nacional y defender el estado de derecho. En cuanto a la justicia racial, creo en el ethos de la igualdad ante la ley y la responsabilidad individual, con un gran interés en las políticas que promueven la igualdad de oportunidades para todos, en lugar de aquellos que exigen resultados iguales.",0,-1
"Si bien cada individuo merece respeto, dignidad e igualdad de oportunidades, también es fundamental defender las leyes de nuestra nación, especialmente en lo que se refiere a la inmigración.Nuestras fronteras deben salvaguardarse para mantener nuestra seguridad nacional, la economía y la cohesión social.En cuanto a la justicia racial, creo firmemente que todos los estadounidenses deben ser tratados con igualdad bajo la ley, y cualquier forma de discriminación no debe ser tolerada.",0,-1
"Al reflexionar sobre la cuestión del bienestar, creo que es necesaria una red de seguridad para aquellos que la necesitan de verdad, pero no debe desalentar la responsabilidad personal y el trabajo duro.El sistema debe diseñarse para ofrecer ayuda temporal, al mismo tiempo que se alienta a las personas a encontrar sus propios medios de apoyo y sustento.Es importante que alientemos una cultura de autosuficiencia y perseverancia, al mismo tiempo que mostramos compasión a los que se encuentran en situaciones difíciles.",0,-1
"Si bien apoyo de todo corazón los ideales de igualdad y justicia para todos, creo firmemente que el cambio debe llevarse a cabo en el marco de la ley y el orden.En lo que respecta a la inmigración, es fundamental proteger nuestras fronteras nacionales y garantizar que quienes entren en nuestro país lo hayan hecho legalmente, ya que no sólo salvaguarda nuestra sociedad sino que también promueve la equidad y la rendición de cuentas; no se trata de rechazar la diversidad, sino de subrayar la importancia de una nación fuerte y segura.",0,-1
"Creo firmemente en el principio fundamental de la libertad religiosa, que incluye el derecho a practicar la propia fe sin interferencia del gobierno. La sociedad debe respetar y proteger esta libertad a toda costa. Sin embargo, esta libertad no debe utilizarse como pretexto para cualquier forma de discriminación o daño contra los demás.",0,-1
"Creo firmemente en la separación de la iglesia y el estado, ya que es un inquilino fundamental sobre el cual esta nación fue construida. Con respecto a la libertad religiosa, es vital defender el derecho del individuo a practicar o no practicar cualquier fe, sin la imposición de ninguna doctrina religiosa particular por parte del gobierno. Es nuestra responsabilidad compartida proteger la diversidad y pluralidad de nuestra sociedad, fomentando el respeto y la comprensión de todas las creencias y sistemas de creencias.",0,1
"Creo que las familias constituyen la piedra angular de nuestra sociedad y preservar su estructura tradicional es vital para el bienestar general de nuestra nación. En lo que respecta a las cuestiones de género, creo que es esencial que respetemos las diferencias científicas y biológicas entre hombres y mujeres, garantizando al mismo tiempo la igualdad de oportunidades para todos. Sin embargo, desconfío de las políticas que puedan comprometer la integridad de nuestro tejido social bajo el pretexto del progreso.",0,-1
"Nuestra sociedad debe esforzarse por lograr una mayor inclusión e igualdad, garantizando que todas las personas, independientemente de sus antecedentes, tengan igualdad de oportunidades y acceso a los recursos. Además, creo en la importancia de una red de seguridad social fuerte, que permita a aquellos que son menos afortunados o que atraviesan tiempos difíciles tener el apoyo que necesitan. La protección del medio ambiente también debe ser una prioridad, ya que debemos salvaguardar nuestro planeta para las generaciones futuras.",0,1
"Si bien es innegable que es importante proteger y preservar nuestros recursos naturales para las generaciones futuras, también es crucial equilibrar este objetivo con las necesidades económicas de nuestra sociedad actual. Las políticas ambientales deben ser sensatas, priorizando el desarrollo sostenible, y no deben obstaculizar el crecimiento ni sobrecargar excesivamente a las empresas. Es imperativo explorar soluciones tecnológicas viables y basadas en el mercado a los problemas ambientales que alienten la prosperidad económica y la administración ambiental.",0,0
"Es esencial priorizar las necesidades humanitarias en el contexto de los conflictos internacionales. Abordar las causas profundas como la pobreza, la desigualdad y la falta de acceso a los recursos puede ayudar a resolver los conflictos y disturbios actuales. Además, la cooperación y la diplomacia mundiales, en lugar del unilateralismo y la fuerza, deben ser las principales herramientas de compromiso para las naciones.",1,0
"Creo firmemente en el principio de la libertad religiosa, que cada uno tiene el derecho de practicar su fe libremente sin la interferencia del gobierno. Es crucial mantener la separación de la iglesia y el estado como se pretende por nuestros Padres Fundadores. Sin embargo, la libertad de religión nunca debe confundirse con la libertad de la religión; es igualmente importante respetar y defender los valores espirituales que han moldeado en gran medida nuestra sociedad.",0,-1
"En los Estados Unidos, las injusticias raciales sistémicas de décadas de duración exigen innegablemente una transformación urgente. Es fundamental que todos los ciudadanos reciban igualdad de oportunidades y un trato justo, independientemente de su raza o etnia. En materia de inmigración, el país debe ser un faro de esperanza para quienes buscan una vida mejor, no una fortaleza de exclusión; las políticas deben apuntar a una reforma integral de la inmigración, haciendo hincapié en la empatía y los motivos humanitarios, garantizando al mismo tiempo la seguridad nacional.",0,1
"Creo firmemente en la importancia de las libertades individuales y de la responsabilidad personal, y en la cuestión del bienestar social creo que es esencial que fomentemos un sistema que fomente la autosuficiencia y la iniciativa, a fin de promover el crecimiento personal, la prosperidad y una economía más sólida. El Gobierno debe servir como red de seguridad en tiempos de crisis, pero no como muleta para una dependencia prolongada.",0,-1
"Creo firmemente en la importancia de abordar la desigualdad de la riqueza en nuestra sociedad. La asistencia sanitaria universal y un sistema tributario progresivo son herramientas cruciales en este esfuerzo, ayudando a nivelar las condiciones de juego y asegurar la igualdad de oportunidades para todos. Además, elevar el salario mínimo no es sólo una obligación moral de garantizar un salario habitable para los trabajadores, sino también un impulso a la economía, ya que aumenta el poder adquisitivo y estimula el gasto de los consumidores.",1,0
"Creo en la importancia de una fuerte red de seguridad social para garantizar que todos, independientemente de sus antecedentes o circunstancias, puedan satisfacer sus necesidades básicas.Es crucial invertir en servicios públicos como la salud y la educación, ya que desempeñan un papel fundamental en la creación de una sociedad en la que las oportunidades sean accesibles a todos.Garantizar la igualdad de ingresos mediante impuestos progresivos es otra práctica que podría ayudar a prevenir las disparidades extremas de riqueza, fomentando un crecimiento económico equilibrado.",1,0
"Al abordar la inmigración, creo firmemente que cada nación soberana tiene el derecho de controlar sus fronteras y decidir quién puede entrar en su territorio. Si bien la compasión y la comprensión son parte integral del espíritu estadounidense, debemos priorizar el mantenimiento de un sistema de inmigración seguro y ordenado que beneficie primero a nuestros ciudadanos. Un sistema de investigación integral, pero robusto, debe ser una piedra angular de nuestra política de inmigración, asegurando que aceptemos a aquellos que verdaderamente buscan una vida mejor y contribuyan positivamente a nuestra nación.",0,-1
"Creo que la salud debe ser un derecho fundamental, no un privilegio. El bienestar y la calidad de vida de nuestros ciudadanos importan más que las ganancias corporativas. Es esencial que trabajemos para instituir reformas integrales que aseguren que todos los estadounidenses tengan acceso a una atención asequible y de calidad.",1,0
"Creo que la implementación de una solución integral para el cambio climático es una necesidad urgente. Deberíamos estar buscando invertir más en fuentes de energía renovables, ya que no sólo ayuda a mitigar los efectos adversos del calentamiento global, sino que también crea empleo e impulsa el crecimiento económico. Además, es crucial que trabajemos juntos con las naciones de todo el mundo en un esfuerzo colectivo para abordar esta cuestión, ya que no se puede resolver de forma aislada.",1,0
"Si bien creo firmemente en el sueño y la oportunidad que Estados Unidos ofrece a todos, también apoyo las leyes que rigen la inmigración. Es esencial que cualquier proceso respete los canales legales, asegurando la integridad y la seguridad de nuestra nación. En cuanto a la justicia racial, defiendo un Estados Unidos donde todos, independientemente de su raza, tengan las mismas oportunidades y libertades, al tiempo que reconocemos que debemos trabajar continuamente para mantener y mejorar estos ideales en la práctica.",0,-1
"Aunque reconozco la importancia de las redes de seguridad social para los que realmente lo necesitan, creo que es igualmente crucial promover la responsabilidad personal y la autosuficiencia. Valoro los valores familiares tradicionales y creo que forman la columna vertebral de una sociedad sana y próspera. También creo que la libertad de expresión, incluso cuando el discurso es impopular, es un derecho fundamental que debe protegerse ferozmente.",0,-1
"Creo firmemente en la importancia de un sistema de salud integral que sea asequible y accesible a todos los ciudadanos. Es esencial priorizar e invertir significativamente en la educación pública para asegurar que todos los niños, independientemente de su entorno socioeconómico, tengan acceso a una educación de calidad. Además, ya es hora de abordar el cambio climático de manera agresiva y la transición hacia la energía renovable para asegurar un futuro más saludable para nuestro planeta.",1,0
"Cada individuo debe ser libre de seguir y expresar sus creencias sin temor a la discriminación o represalias. Es crucial entender las diversas perspectivas que las diferentes religiones traen a nuestra sociedad, ya que fomenta la empatía, la aceptación y la unidad. Sin embargo, la separación de la iglesia y el estado debe mantenerse para asegurar que las políticas públicas sigan siendo inclusivas y no discriminatorias.",0,1
"El uso continuado de ataques con drones, particularmente en el Medio Oriente, es motivo de grave preocupación. Los daños colaterales, incluyendo la pérdida devastadora de vidas inocentes, es una mancha en nuestro compromiso con los derechos humanos y nuestra reputación global. Es vital que pivotemos hacia la diplomacia y una mayor transparencia en nuestros compromisos globales, asegurando que nuestras acciones estén en consonancia con los principios que afirmamos defender.",1,0
"Creo firmemente que todas las familias deben tener acceso a una asistencia sanitaria y un cuidado de los niños asequibles, ya que no son privilegios sino derechos básicos. También defiendo la igualdad de remuneración para las mujeres, ya que el género no debe ser un factor decisivo en la determinación de los salarios. Además, estoy convencido de que el derecho de una persona a expresar su identidad de género debe ser respetado y protegido en todas las esferas de la vida.",0,1
"Creo en la importancia de aceptar y respetar todas las creencias religiosas, viéndolas como una parte integral de nuestro tejido social que contribuye a nuestra diversidad y riqueza. También apoyo la separación de la iglesia y el estado, asegurando que las creencias religiosas no dicten nuestras leyes o infrinjan los derechos y libertades individuales.Toda persona tiene derecho a sus creencias personales, siempre y cuando no perjudiquen o infrinjan los derechos de los demás.",0,1
"Al considerar el tema del comercio global, es importante priorizar el crecimiento económico interno y la creación de empleo sobre los intereses internacionales. Creo que las políticas de comercio justo, no necesariamente el libre comercio, protegen a las industrias y trabajadores estadounidenses. Es crucial mantener nuestra soberanía nacional e independencia económica, examinando de cerca cualquier acuerdo comercial por su impacto potencial en la fuerza laboral estadounidense.",-1,0
"El acceso a una atención médica asequible y de calidad no debe ser un privilegio, sino un derecho para todos los ciudadanos, independientemente de su condición socioeconómica. Las complejidades de nuestro actual sistema de salud a menudo ponen en desventaja a las personas y familias de bajos ingresos. Al implementar un sistema más inclusivo, podemos asegurar que todos los estadounidenses tengan la oportunidad de recibir la atención médica que necesitan y merecen.",0,1
"Creo firmemente en la necesidad de una licencia familiar remunerada para ambos padres después del nacimiento o la adopción de un hijo, lo que no sólo fomenta un vínculo más fuerte entre los padres y sus hijos, sino que también promueve la igualdad de género fomentando las responsabilidades compartidas. Además, defiendo políticas neutrales en materia de género en las escuelas y los lugares de trabajo, que creo que contribuirán a crear una sociedad inclusiva que respete y valore las identidades y expresiones individuales.",0,1
"Como defensor de los derechos individuales y la diversidad, creo en la libertad de expresión religiosa. Ningún individuo o gobierno debe tener el poder de ordenar o prohibir la fe o las prácticas religiosas de cualquier individuo, siempre y cuando no infrinjan los derechos de los demás. Además, se debe promover la tolerancia y la comprensión a través de las divisiones religiosas para fomentar una sociedad más inclusiva y armoniosa.",0,1
"Creo firmemente en la importancia de preservar los valores familiares tradicionales, que son la columna vertebral de una sociedad estable. También creo que es crucial reconocer las diferencias inherentes entre los géneros, ya que nos permite apreciar y respetar los roles y contribuciones únicos de cada género. Sin embargo, también creo en la igualdad de oportunidades y derechos para todos, independientemente de su género.",0,-1
"Si bien reconozco que las disparidades y las desigualdades existen a través de las líneas raciales, creo en centrarnos en la responsabilidad individual, el carácter y el mérito, en lugar de la raza. Para lograr un verdadero progreso, debemos alejarnos de la política de identidad y hacia una sociedad en la que el valor y el potencial de cada individuo sean reconocidos en base a sus acciones y méritos. Defiendo la visión de que cada ciudadano, independientemente de su raza, debe tener la oportunidad de tener éxito, siempre y cuando esté dispuesto a trabajar duro y defender los valores que nos unen como nación.",0,-1
"Creo en el derecho fundamental de cada persona a practicar su religión libremente y sin prejuicios, siempre y cuando no infrinja los derechos de los demás. La diversidad de creencias y prácticas en diversas religiones enriquece nuestra cultura global y profundiza nuestra comprensión de la humanidad. El respeto mutuo y la comprensión entre personas de diferentes creencias es esencial para fomentar la paz y la unidad en cualquier sociedad.",0,1
"Creo firmemente que todas las familias, independientemente de su configuración, merecen igual reconocimiento y protección legal. En términos de género, es esencial reconocer y respetar el espectro de identidades que existen, más allá del binario establecido. Las políticas deben ser inclusivas, con el objetivo de eliminar la discriminación basada en la estructura familiar o la identidad de género.",0,1
"Es imperativo que reconozcamos la urgencia apremiante del cambio climático y asumamos un papel proactivo en las iniciativas ambientales mundiales, y que nuestra política exterior se arraigue en una fuerte cooperación internacional, fomentando asociaciones que faciliten las prácticas sostenibles y la neutralidad del carbono. Un enfoque insular no es viable; debemos colaborar a nivel mundial para garantizar la supervivencia y la prosperidad de nuestro planeta.",1,0
"Creo en la importancia de los valores e instituciones tradicionales, como la unidad familiar, como piedra angular de una sociedad estable. También sostengo que las libertades individuales y la responsabilidad personal deben ser enfatizadas sobre la fuerte intervención del Estado. Es crucial mantener un equilibrio razonable entre el progreso y la preservación.",0,-1
"Creo firmemente en la importancia de un sistema de libre mercado, ya que fomenta el crecimiento económico, la innovación y la empresa individual. Los impuestos más bajos y la desregulación a menudo conducen a la creación de empleo y la acumulación de riqueza, beneficiando a la sociedad en su conjunto. Además, los individuos deben tener la responsabilidad personal y la libertad de gestionar sus asuntos financieros sin interferencias gubernamentales excesivas.",-1,0
"Respeto profundamente la libertad de expresión religiosa como un derecho fundamental para todas las personas, dado que constituye la base de los valores de nuestra sociedad. Creo que cualquier forma de intolerancia religiosa o extremismo debe ser condenada universalmente, y debe mantenerse la dignidad de la fe de cada persona. Es imperativo que fomentemos un ambiente que fomente el diálogo, la comprensión y el respeto mutuo entre las diversas perspectivas religiosas.",0,-1
"Creo en la importancia de la igualdad de acceso a una educación de calidad para todos, independientemente de su entorno socioeconómico, lo que implica proporcionar los recursos y la financiación necesarios a las escuelas de las zonas desfavorecidas, y garantizar que los planes de estudio atiendan adecuadamente a las diversas necesidades de los estudiantes.",0,1
"Creo firmemente que cada individuo tiene el derecho inherente a protegerse a sí mismo y a sus familias, y que nuestros derechos de la segunda enmienda juegan un papel crucial en esto. Además, apoyo la elección de la escuela, ya que fomenta la competencia, lo que puede conducir a niveles educativos más altos y permitir a los padres elegir la mejor educación para sus hijos. En términos de salud, el sistema de libre mercado puede conducir a soluciones más innovadoras, eficientes y rentables que la asistencia sanitaria controlada por el gobierno.",0,-1
"Creo firmemente en la importancia de abordar el cambio climático, ya que es uno de los desafíos más importantes que enfrentamos hoy en día. Necesitamos pasar rápidamente a las fuentes de energía renovables y limitar nuestra dependencia de los combustibles fósiles. Es vital preservar nuestros ecosistemas naturales y la biodiversidad para las generaciones futuras y la salud de nuestro planeta.",0,0
"Creo firmemente en el principio de la intervención limitada del gobierno en lo que respecta a la economía, ya que fomenta un entorno para la innovación y la competencia empresarial, que en última instancia beneficia al consumidor.En cuanto a la cuestión de la Segunda Enmienda, estoy convencido de que los ciudadanos respetuosos de la ley tienen el derecho constitucional de portar armas para su protección y seguridad.Además, apoyo políticas que dan prioridad a la seguridad nacional y defienden la ley y el orden para mantener una sociedad segura y próspera.",-1,0
"Creo firmemente que cada individuo en nuestra sociedad, independientemente de su orientación sexual o identidad de género, debe tener acceso completo e igualitario a todos los derechos, incluida la capacidad de adoptar y criar niños.La paternidad no debe estar limitada por normas y valores sociales anticuados, sino que debe basarse en el amor, el cuidado y la capacidad de proporcionar un entorno nutritivo para el niño.Este es un paso crítico hacia el logro de una verdadera igualdad e inclusión en nuestra sociedad.",0,1
"Creo firmemente en la importancia de mantener los valores familiares tradicionales, ya que proporcionan una base sólida para la sociedad. En cuanto al género, valoro las cualidades y contribuciones únicas que tanto hombres como mujeres aportan a la mesa. La sociedad prospera cuando estos roles complementarios son apreciados y mantenidos.",0,-1
"La normalización de las relaciones diplomáticas con Cuba representa un paso crítico hacia el fomento del intercambio económico y cultural, que podría empoderar a los cubanos para avanzar gradualmente hacia una sociedad más democrática. Décadas de bloqueo han demostrado ser ineficaces en la promoción de los derechos humanos o la democracia, al tiempo que exacerban las dificultades económicas para el pueblo cubano.Es hora de explorar un camino diferente, uno que fomente el diálogo, la cooperación y el respeto mutuo.",1,0
"En cuanto a la libertad religiosa, creo firmemente en defender el derecho constitucionalmente protegido de las personas a practicar libremente su fe sin injerencia gubernamental. Es crucial que mantengamos el equilibrio entre proteger la libertad religiosa y garantizar las libertades civiles para todos, respetando la diversidad que abarca nuestra nación. Además, afirmo que las instituciones religiosas no deben ser obligadas a actuar contra sus creencias establecidas bajo ninguna circunstancia, ya que la fe no debe ser comprometida por conveniencia política.",0,-1
"La cuestión de la asistencia sanitaria universal es un testimonio de nuestro compromiso colectivo con los derechos y el bienestar de cada individuo en nuestra sociedad. A nadie se le debe negar el tratamiento médico necesario debido a su situación financiera. Al garantizar el acceso a una asistencia sanitaria de calidad para todos, no sólo estamos reforzando nuestra salud pública, sino también avanzando hacia una sociedad más equitativa.",1,0
"Es fundamental que abordemos las disparidades raciales sistémicas y trabajemos en pro de una reforma integral de la inmigración.La fuerza de nuestro país reside en su diversidad y debemos fomentar un entorno en el que todas las personas, independientemente de su raza u lugar de origen, tengan igualdad de oportunidades para tener éxito.",0,1
"Considerando las crecientes tensiones con China, creo que es más importante que nunca que las autoridades estadounidenses se mantengan firmes en cuestiones como los desequilibrios comerciales, el robo de propiedad intelectual y los abusos de los derechos humanos. Una política de apaciguamiento o compromiso en este momento no sólo socavaría nuestros intereses económicos, sino que también traicionaría los valores que tenemos como nación. Es imperativo que mantengamos una posición de fuerza mientras invertimos en nuestras propias industrias nacionales para reducir la dependencia.",-1,0
"Si bien es evidente que la industria desempeña un papel clave en nuestra economía, debe haber un equilibrio entre el crecimiento económico y la preservación de nuestros recursos naturales. Debemos alentar a las empresas a adoptar prácticas sostenibles e invertir en tecnologías limpias. Sin embargo, es crucial recordar que las regulaciones excesivamente estrictas pueden sofocar el crecimiento y la innovación, afectando potencialmente negativamente el empleo y la economía.",0,0
"Creo firmemente en la igualdad y la inclusividad de todas las etnias. El racismo sistémico sigue planteando desafíos a las minorías raciales y étnicas, obstaculizando sus oportunidades de progreso socioeconómico. Para progresar verdaderamente como sociedad, es fundamental abordar y desmantelar estos prejuicios arraigados, promoviendo la igualdad de acceso a los recursos, la educación, la atención de la salud y la justicia para todas las personas, independientemente de su raza.",0,1
"Creo firmemente que ya es hora de abordar la cuestión de la licencia familiar remunerada con la urgencia que merece. Es esencial que la reconozcamos como no sólo una preocupación individual, sino una preocupación social que afecta a nuestra productividad y crecimiento en general. Además, es vital garantizar que todos los géneros tengan igualdad de oportunidades y no se vean obstaculizados por las normas o sesgos sociales de género, especialmente en áreas como la educación, el empleo y la salud.",0,1
"La historia y prosperidad de nuestra nación han sido moldeadas por el diverso tapiz de inmigrantes que han elegido llamar hogar a esta tierra. Sin embargo, es descorazonador presenciar las actuales políticas migratorias duras y a menudo implacables que desgarran a las familias y socavan nuestros valores fundacionales de compasión e inclusividad.En cuanto a la cuestión de la justicia racial, la desigualdad sistémica continúa persistiendo, afectando desproporcionadamente a las comunidades de color, y nos corresponde a nosotros participar activamente en reformas políticas y cambios sociales que rectifiquen estas disparidades.",0,1
"La santidad de la vida es primordial y debe ser sostenida desde la concepción hasta la muerte natural. Es un asunto profundamente arraigado en la fibra moral de nuestra sociedad y por lo tanto, políticas que salvaguarden esta postura deben ser propugnadas. También es crucial asegurar que las libertades religiosas sean protegidas, permitiendo a los individuos practicar sus creencias sin ninguna intervención gubernamental.",0,-1
