Text,Code,libertad_personal_score,libertad_economica_score,text_processed
la historia clínica electrónica y,303,0,0,historia clínico electrónico
la receta electrónica.,303,0,0,receta electrónico
"Promoveremos el uso de las TIC en la asistencia a distancia para tratamientos de larga duración,",303,0,0,promoverar uso tic asistencia distanciar tratamiento largo duración
para pacientes con movilidad reducida o durante la recuperación postoperatoria y,303,0,0,paciente movilidad reducido recuperación postoperatorio
para la realización de pruebas a través de la teleradiología y telediagnóstico.,303,0,0,realización prueba través teleradiología telediagnóstico
La investigación biomédica: un instrumento al servicio de la salud,,0,0,investigación biomédico instrumento servicio salud
Impulsaremos las políticas de I+D+i en el ámbito de la salud fomentando las inversiones en España y,411,0,1,impulsarer política idi ámbito salud fomentar inversión españa
"mejorando la situación profesional,",411,0,1,mejorar situación profesional
así como las condiciones de trabajo de los investigadores.,411,0,1,así condición trabajar investigador
"Impulsaremos el desarrollo de la investigación biomédica en función de prioridades claras,",411,0,1,impulsarer desarrollo investigación biomédico función prioridad claro
procuraremos una mayor implicación del sector privado y,411,0,1,procuraremo mayor implicación sector privado
potenciaremos la investigación hospitalaria.,411,0,1,potenciarer investigación hospitalario
"Fomentaremos el desarrollo de las biotecnologías,",411,0,1,fomentaremos desarrollo biotecnologíos
la genómica y,411,0,1,genómico
la proteómica.,411,0,1,proteómico
Promoveremos una financiación sanitaria suficiente y sostenible,,0,0,promoverer financiación sanitario suficiente sostenible
"Garantizaremos un marco de financiación sanitaria que haga frente a los nuevos retos en materia de salud,",504,-1,-1,garantizaremos marco financiación sanitario hacer frente nuevo reto materio salud
"al aumento de la población,",504,-1,-1,aumento población
a la demanda de nuevas prestaciones y,504,-1,-1,demanda nuevo prestación
a la mejora de la calidad.,504,-1,-1,mejora calidad
"Incrementaremos el Fondo de Cohesión Sanitaria con una dotación que permita la implantación y el pleno desarrollo de Planes Integrales de Salud (especialmente los dirigidos al cáncer, las enfermedades cardiovasculares, las patologías neurodegenerativas), patologías de especial incidencia en nuestro país;",504,-1,-1,incrementarer fondo cohesión sanitario dotación permitir implantación pleno desarrollo plan integral salud especialmente dirigido cáncer enfermedad cardiovascular patología neurodegenerativo patología especial incidencia país
así como la financiación de los gastos derivados de la atención a pacientes desplazados y el funcionamiento de los Centros de Referencia de ámbito nacional.,504,-1,-1,así financiación gasto derivado atención paciente desplazado funcionamiento centro referenciar ámbito nacional
Apoyaremos a los profesionales sanitarios,,0,0,apoyarer profesional sanitario
Acometeremos las reformas necesarias para que los profesionales sanitarios tengan un reconocimiento social y económico acorde con su prestigio profesional y,704,0,0,acometer reforma necesario profesional sanitario reconocimiento social económico acorde prestigio profesional
puedan llevar a cabo su trabajo en condiciones dignas que les permitan atender a sus pacientes con el trato personalizado que esperan recibir.,704,0,0,poder llevar cabo trabajo condición digno permitir atender paciente trato personalizado esperar recibir
"Potenciaremos la disponibilidad de profesionales sanitarios en nuestro Sistema Nacional de Salud, revisando el numerus clausus,",704,0,0,potenciarer disponibilidad profesional sanitario sistema nacional salud revisar numeru clausus
"coordinando al efecto las iniciativas de los Ministerios de Sanidad y Consumo y Educación y Ciencia,",704,0,0,coordinar efecto iniciativa ministerio sanidad consumo educación ciencio
"evaluando en colaboración con las Comunidades Autónomas las necesidades a medio y largo plazo,",704,0,0,evaluar colaboración comunidad autónomo necesidad medio largo plazo
y adoptando medidas extraordinarias para resolver las actuales carencias que se registran en las profesiones sanitarias.,704,0,0,adoptar medida extraordinario resolver actual carencia registrar profesión sanitario
Asimismo se establecerán requisitos que garanticen plenamente un adecuado procedimiento de homologación de títulos extranjeros y,704,0,0,asimismo establecer requisito garantizar plenamente adecuado procedimiento homologación título extranjero
se establecerán incentivos orientados a ofrecer condiciones de trabajo más atractivas para que regresen a la sanidad española los profesionales sanitarios que se han trasladado a diferentes países en busca de otras oportunidades.,704,0,0,establecer incentivo orientado ofrecer condición trabajo atractivo regresen sanidad español profesional sanitario trasladado diferente país buscar oportunidad
"Desarrollaremos la Ley de Ordenación de las Profesiones Sanitarias poniendo en marcha un Plan de Acción de las Profesiones Sanitarias, con el pleno acuerdo de todas las profesiones sanitarias (médicos, enfermeros, odontólogos, fisioterapeutas…), culminando así su desarrollo efectivo,",704,0,0,desarrollarer ley ordenación profesión sanitario poner marcha plan acción profesión sanitario pleno acuerdo todo profesión sanitario médico enfermeros odontólogo fisioterapeuta culminar así desarrollo efectivo
"la implantación de las especialidades de los profesionales sanitarios,",704,0,0,implantación especialidad profesional sanitario
"el “profesionalismo”,",704,0,0,profesionalismo
la multidisciplinariedad y,704,0,0,multidisciplinariedad
"el impulso del desarrollo asistencial, docente e investigador, incardinado todo ello en una auténtica “Carrera Profesional”.",704,0,0,impulso desarrollo asistencial docente investigador incardinado él auténtico carrera profesional
"Estableceremos el derecho y la obligación de realizar una formación continua acreditada con incentivos profesionales y económicos para aquellos que realicen un mayor esfuerzo,",704,0,0,establecerer derecho obligación realizar formación continuo acreditado incentivo profesional económico aquello realizar mayor esfuerzo
y facilitaremos estancias temporales en otros centros para el aprendizaje de nuevas técnicas.,704,0,0,facilitarer estancia temporal centro aprendizajar nuevo técnica
"Asimismo, impulsaremos la acreditación regular de la competencia profesional como instrumento para garantizar la calidad y la seguridad de la atención sanitaria.",704,0,0,asimismo impulsar acreditación regular competencia profesional instrumento garantizar calidad seguridad atención sanitario
Facilitaremos la movilidad voluntaria de los profesionales sanitarios entre Comunidades Autónomas.,704,0,0,facilitarer movilidad voluntario profesional sanitario comunidad autónomo
Agilizaremos los procesos de acreditación y formación para los psicólogos.,704,0,0,agilizarer proceso acreditación formación psicólogo
"Apoyaremos e impulsaremos la mayor cualificación de colectivos sanitarios como auxiliares de enfermería, técnicos y celadores.",704,0,0,apoyarer impulsar mayor cualificación colectivo sanitario auxiliar enfermeer técnico celador
"Garantizaremos una práctica profesional con la máxima seguridad jurídica, a través del correspondiente baremo y una mayor concreción de las coberturas aseguradas.",704,0,0,garantizaremos práctica profesional máximo seguridad jurídico través correspondiente baremo mayor concreción cobertura asegurado
"Estableceremos las medidas necesarias para proteger la seguridad física, psíquica y biológica de los profesionales sanitarios.",704,0,0,establecerer medida necesario proteger seguridad físico psíquico biológico profesional sanitario
Un sistema farmacéutico moderno y de calidad,,0,0,sistema farmacéutico moderno calidad
"Defenderemos el modelo español de oficinas de farmacia, teniendo en cuenta su calidad y reconocimiento social y sanitario.",504,-1,-1,defender modelo español oficina farmacia contar calidad reconocimiento social sanitario
"Desarrollaremos la atención farmacéutica, promoviendo un marco estable y económicamente viable para el sector y su modernización tecnológica.",504,-1,-1,desarrollarer atención farmacéutico promover marco estable económicamente viable sector modernización tecnológico
Actualizaremos el sistema de precios de referencia y,504,-1,-1,actualizarer sistema precio referencia
"adoptaremos iniciativas que hagan compatible la extensión de los genéricos con la innovación y la mejora de la calidad de la prestación farmacéutica, en particular el respeto de los derechos de patente y la atracción de inversiones en investigación para nuevos fármacos,",504,-1,-1,adoptarer iniciativa hacer compatible extensión genérico innovación mejor calidad prestación farmacéutico particular respeto derechos patente atracción inversión investigación nuevo fármaco
creando un entorno favorable y,504,-1,-1,crear entorno favorable
un marco regulatorio estable y predecible.,504,-1,-1,marco regulatorio estable predecible
"Se garantizará la equidad en el acceso a los medicamentos, promoviendo la cohesión y solidaridad interterritorial.",504,-1,-1,garantizar equidad acceso medicamento promover cohesión solidaridad interterritorial
"Estableceremos, con la colaboración de las oficinas de farmacia, un programa para la atención temprana de infartos de modo que existan desfibriladores y farmacéuticos formados en su uso, especialmente en aquellas oficinas de farmacia ubicadas en centros de gran tránsito de personas como aeropuertos.",504,-1,-1,establecerer colaboración oficina farmacia programa atención temprano infarto modo existir desfibrilador farmacéutico formado uso especialmente aquel oficina farmacia ubicado centro gran tránsito persona aeropuerto
"Prestaremos especial atención a los pacientes polimedicados, en particular cuando se trate de personas mayores y dependientes.",504,-1,-1,prestarer especial atención paciente polimedicado particular tratar persona mayor dependiente
Desarrollaremos iniciativas de medicación en multidosis a pacientes crónicos polimedicados.,504,-1,-1,desarrollarer iniciativa medicación multidosi paciente crónico polimedicado
Luchar contra las drogas*,,0,0,luchar droga
Principios,,0,0,principio
"El derecho de todos los ciudadanos a una vida digna y a no quedar al margen de la comunidad, constituye un imperativo ético, social y político, que incluye la adopción de medidas tendentes a reducir el consumo de drogas.",504,-1,-1,derecho ciudadano vido digno no quedar margen comunidad constituir imperativo ético social político incluir adopción medida tendente reducir consumo droga
Desafíos,,0,0,desafío
Las políticas sobre drogas en España deben reorientarse hacia nuevos escenarios donde adquieren mayor relevancia factores relacionados con las formas de consumo y la aparición en el mercado ilícito de nuevas sustancias.,504,-1,-1,política droga españa deber reorientar él hacia nuevo escenario adquirir mayor relevancia factor relacionado forma consumo aparición mercado ilícito nuevo sustancia
"Es necesario hacer frente a estos retos, tomando como base experiencias previas como el Plan Nacional sobre Drogas,",504,-1,-1,necesario hacer frente reto tomar base experiencia previo plan nacional drogas
"así como los planes que se están desarrollando a nivel municipal y autonómico,",504,-1,-1,así plan desarrollar nivel municipal autonómico
y orientándose a ofrecer a los ciudadanos un futuro cada vez más libre de la amenaza que representan las drogas.,504,-1,-1,orientar él ofrecer ciudadano futuro cada vez libre amenaza representar droga
Objetivos,,0,0,objetivo
Haremos de la prevención el centro de nuestra política.,504,-1,-1,hacer prevención centro político
"La preocupante extensión de los llamados “consumos recreativos de drogas” que llevan a cabo muchos jóvenes en los espacios de ocio durante los fines de semana, nos llevan a priorizar los programas preventivos, sobre todo ante los crecientes consumos de alcohol,",504,-1,-1,preocupante extensión llamado consumos recreativo droga llevar cabo joven espacio ocio fines semana llevar priorizar programa preventivo creciente consumos alcohol
"cánnabis,",504,-1,-1,cánnabis
cocaína y,504,-1,-1,cocaína
drogas de síntesis.,504,-1,-1,droga síntesis
Garantizaremos una cobertura asistencial plena y de calidad a todos los drogodependientes en el marco del Sistema Nacional de Salud.,504,-1,-1,garantizar cobertura asistencial pleno calidad drogodependient marco sistema nacional salud
"Desarrollaremos una red asistencial amplia que incluya programas destinados a la abstinencia de las drogas y programas de reducción de daños, adecuados a los consumidores de las diferentes drogas,",504,-1,-1,desarrollarer red asistencial amplio incluir programa destinado abstinencia drogar programa reducción daño adecuado consumidor diferente droga
y se les apoyará en sus problemas asociados a su consumo.,504,-1,-1,apoyar problema asociado consumo
"Generaremos nuevas alternativas laborales para drogodependientes rehabilitados, en estrecha coordinación con las redes municipales y los servicios regionales de empleo.",504,-1,-1,generarar nuevo alternativa laboral drogodependient rehabilitado estrecho coordinación red municipal servicio regional empleo
"Haremos de la información, investigación y evaluación del fenómeno de las drogas una prioridad.",504,-1,-1,hacer información investigación evaluación fenómeno droga prioridad
"Impulsaremos un conocimiento cada vez mayor del fenómeno de las drogas y de la eficacia de los programas preventivos y de tratamiento, apoyando la investigación, tanto básica como aplicada.",504,-1,-1,impulsarer conocimiento cada vez mayor fenómeno droga eficaciar programa preventivo tratamiento apoyar investigación básico aplicado
Propuestas,,0,0,propuesta
"Ofreceremos, con transparencia, rigor y objetividad, información veraz y actualizada sobre la situación de las drogas en nuestro país a todos los ciudadanos.",504,-1,-1,ofreceremos transparencia rigor objetividad información veraz actualizado situación droga país ciudadano
"Pondremos en marcha programas de detección precoz e intervención temprana de consumidores de alcohol,",504,-1,-1,poner marcha programa detección precoz intervención temprano consumidor alcohol
"cannabis,",504,-1,-1,cannabis
cocaína y,504,-1,-1,cocaína
"drogas de síntesis, especialmente dirigidos a población adolescente.",504,-1,-1,droga síntesis especialmente dirigido población adolescente
Impulsaremos las unidades de tratamiento y deshabituación.,504,-1,-1,impulsarer unidad tratamiento deshabituación
"En particular fomentaremos que los centros de atención a las drogodependencias estén dotados con los medios adecuados para realizar diagnósticos rápidos, tanto toxicológicos como de salud general.",504,-1,-1,particular fomentaremos centro atención drogodependencia dotado medio adecuado realizar diagnóstico rápido toxicológico salud general
"Potenciaremos programas de rehabilitación y reinserción familiar, social y laboral para personas que, debido a su consumo de drogas, se han visto abocadas a situaciones de exclusión social.",504,-1,-1,potenciarar programa rehabilitación reinserción familiar social laboral persona debido consumo droga visto abocada situación exclusión social
"Reforzaremos la lucha contra el tráfico de drogas de manera integrada, acometiendo tanto la persecución de grandes narcotraficantes como la lucha contra el menudeo.",605,0,0,reforzarer lucha tráfico droga manera integrado acometer persecución grande narcotraficant lucha menudeo
"Diferenciaremos tres ámbitos de actuación: la distribución internacional por grandes organizaciones,",605,0,0,diferenciaremos tres ámbito actuación distribución internacional grande organización
la distribución dentro del territorio nacional y,605,0,0,distribución dentro territorio nacional
la distribución minorista al consumidor final.,605,0,0,distribución minorista consumidor final
Asegurar la atención a la dependencia*,,0,0,asegurar atención dependencia
Principios,,0,0,principio
La atención a la dependencia se configura hoy día como el cuarto pilar de la Sociedad del Bienestar.,504,-1,-1,atención dependencia configuro hoy día cuarto pilar sociedad bienestar
El cuidado y la protección de las personas que carecen de autonomía personal es un objetivo social al que deben aspirar las sociedades avanzadas.,504,-1,-1,cuidado protección persona carecer autonomía personal objetivo social deber aspirar sociedad avanzado
"El Pacto de Toledo en su renovación del año 2003, establecía ya entre sus recomendaciones la necesidad de poner en marcha un sistema de atención a la dependencia de ámbito nacional en nuestro país.",504,-1,-1,pacto toledo renovación año establecer recomendación necesidad poner marcha sistema atención dependencia ámbito nacional país
Desafíos,,0,0,desafío
La dependencia es una realidad cada vez más frecuente entre los países avanzados.,504,-1,-1,dependencia realidad cada vez frecuente país avanzado
"Fenómenos como la mayor esperanza de vida, el aumento de enfermedades crónicas y neurodegenerativas, junto con el importante porcentaje de ciudadanos que padecen una discapacidad, motivan el incremento de las situaciones de falta de autonomía personal.",504,-1,-1,fenómeno mayor esperanza vida aumento enfermedad crónico neurodegenerativo junto importante porcentaje ciudadano padecer discapacidad motivar incremento situación faltar autonomía personal
"A ello hay que unir la circunstancia de que la paulatina incorporación de la mujer al mercado de trabajo, supone que las personas dependientes no puedan ser atendidas en su ámbito familiar, y se demande el apoyo de los poderes públicos.",504,-1,-1,él unir circunstancia paulatín incorporación mujer mercado trabajo suponer persona dependiente no poder ser atender ámbito familiar demandar apoyo poder público
Una necesidad social de este orden no ha tenido una respuesta adecuada por parte del actual gobierno.,504,-1,-1,necesidad social orden no respuesta adecuado parte actual gobierno
La Ley de Dependencia presenta importantes carencias.,504,-1,-1,ley dependencia presentar importante carencia
"Además, no ha encontrado la decisión ni el impulso necesarios para su implantación.",504,-1,-1,además no encontrar decisión ni impulso necesario implantación
A esto hay que añadir una evidente insuficiencia de la financiación por parte del Estado.,504,-1,-1,añadir evidente insuficiencia financiación parte
Objetivos,,0,0,objetivo
Impulsaremos la plena efectividad de la Ley de Dependencia.,303,0,0,impulsar pleno efectividad ley dependencia
"Paliaremos las carencias de la ley,",504,-1,-1,paliarer carencia ley
y mejoraremos la atención a las personas dependientes y el apoyo a sus familias.,504,-1,-1,mejoraremos atención persona dependiente apoyo familia
Garantizaremos la calidad y la equidad de los servicios y prestaciones de atención a la dependencia.,504,-1,-1,garantizar calidad equidad servicio prestación atención dependencia
Propuestas,,0,0,propuesta
Garantizaremos el derecho subjetivo de los ciudadanos a la promoción de la autonomía personal y a la atención a las situaciones de dependencia.,504,-1,-1,garantizar derecho subjetivo ciudadano promoción autonomía personal atención situación dependencia
"Este derecho se hará efectivo a través del Sistema Nacional de Autonomía Personal y Atención a la Dependencia (SAAD), en todo el territorio nacional.",504,-1,-1,derecho hacer efectivo través sistema nacional autonomía personal atención dependencia saad territorio nacional
"Mejoraremos la atención a las personas dependientes, promocionando la autonomía personal y previniendo su pérdida con acciones multimodales.",504,-1,-1,mejoraremos atención persona dependiente promocionar autonomía personal prevenir pérdido acción multimodal
Fomentaremos la investigación de enfermedades que puedan derivar en pérdida de autonomía para buscar y aplicar las mejores respuestas sanitarias y sociales.,504,-1,-1,fomentaremos investigación enfermedad poder derivar pérdida autonomía buscar aplicar mejor respuesta sanitario social
"Definiremos el contenido de la cartera de servicios en su nivel básico, aplicable a todo el territorio nacional.",504,-1,-1,definirer contenido cartera servicios nivel básico aplicable territorio nacional
Garantizaremos el acceso a unas prestaciones y servicios comunes para todos los españoles independientemente del municipio o la Comunidad Autónoma en que residan.,504,-1,-1,garantizaremos acceso uno prestación servicio común español independientemente municipio comunidad autónomo residir
"Promoveremos el adecuado desarrollo de la Ley de Dependencia para disponer de un nuevo baremo para la evaluación de la dependencia, para la acreditación de centros y servicios y",504,-1,-1,promoverer adecuar desarrollo ley dependencia disponer nuevo baremo evaluación dependencia acreditación centro servicio
"para asegurar la coordinación entre el Sistema Nacional de Salud y el Sistema Nacional de Autonomía Personal y Atención a la Dependencia,",504,-1,-1,asegurar coordinación sistema nacional salud sistema nacional autonomía personal atención dependencia
todo ello orientado a fomentar la calidad en la atención a los mayores y discapacitados dependientes.,504,-1,-1,él orientado fomentar calidad atención mayor discapacitado dependient
Mejoraremos las actuales aportaciones del Estado a la dependencia para asegurar la calidad y equidad de los servicios y prestaciones incluidos en el marco de la Ley de Dependencia.,504,-1,-1,mejoraremo actual aportación dependenciar asegurar calidad equidad servicio prestación incluido marco ley dependencia
Garantizar el acceso a la vivienda*,,0,0,garantizar acceso viviendo
Principios,,0,0,principio
El principio inspirador de nuestra política de vivienda es el derecho de todos los españoles a una vivienda digna.,201,0,0,principio inspirador político viviendo derecho español vivienda digno
"Promover el acceso a una vivienda en propiedad debe ser una prioridad política,",201,0,0,promover acceso viviendo propiedad deber ser prioridad político
"así como el impulso del alquiler como una opción, protegida por los poderes públicos.",201,0,0,así impulso alquiler opción protegido poder público
"La política de vivienda ha de garantizar un urbanismo sostenible, plenamente respetuoso con el medio ambiente.",501,0,0,político viviendo garantizar urbanismo sostenible plenamente respetuoso medio ambiente
Desarrollo urbanístico sostenible y respeto al entorno natural deben ser objetivos compatibles.,501,0,0,desarrollo urbanístico sostenible respeto entorno natural deber ser objetivo compatible
Desafíos,,0,0,desafío
En los últimos años se ha elevado constantemente el precio de la vivienda.,408,0,-1,último año elevado constantemente precio vivienda
"Este hecho, unido al aumento de los tipos de interés, ha provocado un incremento desorbitado del esfuerzo de compra.",408,0,-1,hecho unido aumento tipo interés provocado incremento desorbitado esfuerzo compro
"Esta situación afecta muy negativamente a las economías de la mitad de los hogares españoles, obligándoles a dedicar la mayor parte de su renta al pago de la hipoteca de su vivienda.",408,0,-1,situación afectar negativamente economía mitad hogar español obligándol dedicar mayor parte renta pago hipoteca viviendo
La política de vivienda debe garantizar un mercado más transparente y competitivo.,403,0,1,político viviendo deber garantizar mercado transparente competitivo
"Debemos asegurar mayor proporcionalidad entre renta disponible y volumen de recursos destinados a la vivienda,",403,0,1,deber asegurar mayor proporcionalidad renta disponible volumen recurso destinado vivienda
reforzar los derechos de los consumidores y,403,0,1,reforzar derecho consumidor
garantizar su plena protección.,403,0,1,garantizar pleno protección
"Debemos hacer más transparente y equilibrada la relación entre compradores, vendedores y financiadores.",403,0,1,deber hacer transparente equilibrado relación comprador vendedor financiador
Objetivos,,0,0,objetivo
Facilitaremos el acceso a la vivienda en propiedad.,412,0,-1,facilitarer acceso viviendo propiedad
"Impulsaremos el mercado de alquiler, de manera que se mejore el acceso a la vivienda para todos los ciudadanos que opten por esta fórmula.",412,0,-1,impulsarer mercado alquiler manera mejore acceso vivienda ciudadano optar fórmula
"Adoptaremos medidas que reduzcan el esfuerzo financiero necesario para acceder a la vivienda habitual, estableciendo mecanismos de protección de las familias ante el impacto de la subida de los tipos de interés.",412,0,-1,adoptarer medida reducir esfuerzo financiero necesario acceder vivienda habitual establecer mecanismo protección familia impacto subida tipo interés
Trabajaremos para mantener la aportación al crecimiento económico y al empleo del sector de la construcción.,410,0,1,trabajaremos mantener aportación crecimiento económico empleo sector construcción
Propuestas,,0,0,propuesta
"Impulsaremos un Acuerdo Nacional sobre Vivienda en el que participen todas las Administraciones Públicas, el sector de la construcción, el sector financiero y los colegios profesionales, para garantizar una oferta a precio asequible según las necesidades.",412,0,-1,impulsarer acuerdo nacional vivienda participar todo administración público sector construcción sector financiero colegio profesional garantizar oferta precio asequible según necesidad
"Promoveremos la reforma de la legislación urbanística para agilizar los procesos de desarrollo de suelo, de urbanización y de construcción de viviendas.",402,0,1,promover reforma legislación urbanístico agilizar proceso desarrollo suelo urbanización construcción vivienda
Reduciremos los impuestos sobre la vivienda y,402,0,1,reducirer impuesto viviendo
desarrollaremos medidas que limiten el impacto del aumento de las hipotecas en las economías familiares.,402,0,1,desarrollarer medida limitar impacto aumento hipoteca economía familiar
Promoveremos el alquiler e impulsaremos el alquiler con opción de compra.,412,0,-1,promoverar alquiler impulsarer alquiler opción compro
Españoles en el exterior*,,0,0,español exterior
Principios,,0,0,principio
Los españoles que viven en el exterior han contribuido y contribuyen al progreso y la riqueza de nuestro país.,705,0,0,español vivir exterior contribuido contribuir progreso riqueza país
Los emigrantes que se han establecido en otros países son un activo para la promoción de la cultura y de la economía española.,705,0,0,emigrante establecido país activo promoción cultura economía español
La sociedad española no puede dar la espalda a los miles de españoles que viven en otro país.,705,0,0,sociedad español no poder dar espalda mil español vivir país
Los emigrantes tienen derecho a que España coloque entre sus prioridades sus necesidades y sus demandas.,705,0,0,emigrante derecho españa colocar prioridad necesidad demanda
Desafíos,,0,0,desafío
Más de un millón y medio de españoles residen en el exterior.,705,0,0,millón medio español residir exterior
La atención a los diferentes sectores de edad plantea importantes desafíos.,705,0,0,atención diferente sector edad plantear importante desafío
El envejecimiento de la primera generación de emigrantes genera nuevas necesidades de atención sociosanitaria y de pensiones.,504,-1,-1,envejecimiento primero generación emigrant generar nuevo necesidad atención sociosanitario pensión
"Por otra parte, debemos considerar la necesaria atención a los jóvenes,",705,0,0,parte deber considerar necesario atención joven
"el mantenimiento de sus vínculos con nuestro país,",705,0,0,mantenimiento vínculo país
y el ofrecimiento de posibilidades de trabajo en España.,705,0,0,ofrecimiento posibilidad trabajo españa
El retorno de los españoles a su país es un derecho que debemos garantizar.,201,0,0,retorno español país derecho deber garantizar
Objetivos,,0,0,objetivo
Ampliaremos los derechos de los españoles en el exterior y,705,0,0,ampliar derecho español exterior
facilitaremos el retorno a aquellos españoles que deseen volver a nuestro país.,705,0,0,facilitarer retorno aquel español deseir volver país
Apoyaremos a los órganos institucionales de representación de los españoles en el extranjero y,202,0,0,apoyarer órgano institucional representación español extranjero
mejoraremos el ejercicio del derecho al voto.,202,0,0,mejorarem tú ejercicio derecho voto
Propuestas,,0,0,propuesta
"Impulsaremos que las autoridades sanitarias competentes concedan la tarjeta sanitaria a los españoles del exterior, en las mismas condiciones que los españoles residentes en España.",504,-1,-1,impulsarer autoridad sanitario competente conceder tarjeta sanitario español exterior mismo condición español residente españa
"Aumentaremos la cuantía de las prestaciones a los españoles que, habiéndose trasladado al exterior, tengan más de 65 años, estén incapacitados para el trabajo (tal y como recoge la Ley del Estatuto de la Ciudadanía Española en el Exterior) o se encuentren en situación de especial necesidad.",504,-1,-1,aumentarer cuantir prestación español haber él trasladar exterior año incapacitado trabajo tal recoger ley estatuto ciudadanía español exterior encontrar situación especial necesidad
"Garantizaremos el derecho de los españoles en el extranjero y sus hijos a aprender el castellano como lengua oficial del Estado, mediante nuevas aulas de lengua y cultura y el fortalecimiento del Instituto Cervantes.",502,0,0,garantizar derecho español extranjero hijo aprender castellano lengua oficial mediante nuevo aula lenguo cultura fortalecimiento instituto cervantes
"Asimismo, garantizaremos el aprendizaje de las otras lenguas cooficiales.",607,0,0,asimismo garantizar aprendizaje lengua cooficial
"Promoveremos un amplio consenso político y social para alcanzar una reforma del Código Civil, con objeto de garantizar el derecho de los descendientes de españoles hasta el segundo grado de optar por la nacionalidad española, en igualdad de condiciones y sin discriminaciones.",202,0,0,promoverer amplio consenso político social alcanzar reforma código civil objeto garantizar derecho descendiente español segundo grado optar nacionalidad español igualdad condición discriminación
"Impulsaremos las reformas legales necesarias y proporcionaremos los medios materiales y técnicos, para poner en marcha el voto en urna en las Embajadas y Consulados de España y cuando sea necesario en otros locales habilitados al efecto.",202,0,0,impulsarer reforma legal necesario proporcionarer medio material técnico poner marcha voto urno embajada consulado españa necesario local habilitado efecto
"Impulsaremos medidas para facilitar el retorno a España de los españoles en el exterior que deseen regresar, proporcionando la adecuada información,",303,0,0,impulsarer medida facilitar retorno españa español exterior deseir regresar proporcionar adecuado información
la mejora de los trámites administrativos y,303,0,0,mejorar trámite administrativo
las ayudas necesarias.,303,0,0,ayuda necesario
Una cultura a la vanguardia*,,0,0,cultura vanguardia
Principios,,0,0,principio
La cultura es uno de los instrumentos básicos de la realización personal y del ejercicio de la condición de ciudadanos.,502,0,0,cultura instrumento básico realización personal ejercicio condición ciudadano
El acceso a ella es sinónimo de libertad individual y debe ser promovido y garantizado por el Estado.,502,0,0,acceso sinónimo libertad individual deber ser promover garantizado
La cultura es un factor de cohesión y de integración en España.,502,0,0,cultura factor cohesión integración españa
La cultura española no es la simple suma de diecisiete culturas.,502,0,0,cultura español no simple sumar diecisiete cultura
Es mucho más.,502,0,0,
"El artículo 149.2 de la Constitución exige, de modo intransferible, que el Estado garantice el servicio de la cultura y la comunicación cultural entre las diferentes Comunidades Autónomas. Pluralidad y diversidad deben conjugarse en este principio constitucional.",203,0,0,artículo constitución exigir modo intransferible garantice servicio cultura comunicación cultural diferente comunidad autónomo pluralidad diversidad deber conjugar él principio constitucional
El nuevo marco tecnológico ha de hacer de la cultura un verdadero motor de la sociedad de la información y del conocimiento.,502,0,0,nuevo marco tecnológico hacer cultura verdadero motor sociedad información conocimiento
"Para ello es necesario armonizar los intereses de operadores, titulares de derechos y consumidores,",502,0,0,él necesario armonizar interés operador titular derechos consumidor
así como romper la actual confrontación y establecer una gran alianza.,502,0,0,así romper actual confrontación establecer gran alianza
Desafíos,,0,0,desafío
La cultura experimenta una verdadera y muy positiva revolución tecnológica.,502,0,0,cultura experimentar verdadero positivo revolución tecnológico
"Sus destinatarios crecen de forma global, los hábitos de consumo se han transformado y los artistas, autores y creadores son más apreciados.",502,0,0,destinatario crecer forma global hábito consumo transformado artista autor creador apreciado
"El acceso a las creaciones, sin embargo, es cada día más difícil de identificar, retribuir o compensar.",502,0,0,acceso creación embargo cada día difícil identificar retribuir compensar
La tarea de conjugar estas dos variables es el gran desafío mundial de la cultura del siglo xxi.,502,0,0,tarea conjugar dos variable gran desafío mundial cultura siglo xxi
Hay que compatibilizar el apoyo público con la libertad individual y la ausencia de todo dirigismo.,502,0,0,compatibilizar apoyo público libertad individual ausencio dirigismo
"Buscar la mayor participación social, a través de políticas de mecenazgo, es un instrumento importante para ello.",502,0,0,buscar mayor participación social través política mecenazgo instrumento importante él
Objetivos,,0,0,objetivo
Desarrollaremos una política cultural al servicio de la realización personal y,502,0,0,desarrollarer política cultural servicio realización personal
promoveremos un acceso plural y abierto al conjunto de la sociedad.,502,0,0,promoverar acceso plural abierto conjunto sociedad
"Haremos de la cultura uno de los nexos entre las diferentes Comunidades Autónomas,",502,0,0,hacer cultura nexo diferente comunidad autónomo
así como el factor integrador de nuestra población extranjera y la gran llave de nuestro país en el exterior.,502,0,0,así factor integrador población extranjero gran llave país exterior
Daremos prioridad a la preservación del patrimonio común y,502,0,0,dar prioridad preservación patrimonio común
avanzaremos en la implantación de unos espacios y productos tecnológicos innovadores.,502,0,0,avanzaremos implantación espacio producto tecnológico innovador
"Unificaremos la acción cultural en el exterior con el fin de potenciar su difusión y todas sus posibilidades de desarrollo, desplegando el mayor reconocimiento posible a la labor de los creadores fuera de nuestras fronteras.",502,0,0,unificaremos acción cultural exterior fin potenciar difusión todo posibilidad desarrollo desplegar mayor reconocimiento posible labor creador frontera
Compatibilizaremos el desarrollo de las TIC con el respeto a los derechos de autor.,502,0,0,compatibilizarer desarrollo tic respetar derecho autor
Propuestas,,0,0,propuesta
