Text,Code,libertad_personal_score,libertad_economica_score,text_processed
Impulsar  y  fortalecer  en  la  Defensoría  del Pueblo una instancia calificada en la defensa de los derechos humanos de las mujeres con la creación de la Defensoría Adjunta al Defensor del Pueblo. (Acuerdo de Concertación Nacional),201.2,1,0,impulsar fortalecer defensoer pueblo instancia calificado defensa derechos humanos mujer creación defensoer adjunto defensor pueblo acuerdo concertación nacional
"oLa ampliación de la legitimación a organizaciones sociales, para la defensa del derecho a la igualdad de trato y no discriminación.",503,1,-1,ola ampliación legitimación organización social defensa derecho igualdad trato no discriminación
Prevención de la Delincuencia,605.2,1,0,prevención delincuencio
"Como elementos de analisis para comprender los fenomenos a que se encuentra enfrentada la familia de finales del siglo XX, es preciso verla a traves de los fenomenos economicos y sociales que se estan efectuando en el ambito no solo nacional sino tambien internacional, en los llamadso paises subdesarrolados o en vias de desarrollo y tambien conocer los probelmas que afectan directamente al grupo familiar",503,1,-1,elemento analisis comprender fenomeno encontrar enfrentado familia final siglo xx preciso ver él trav fenomeno economico social estar efectuar ambito no solo nacional sino tambien internacional llamadso país subdesarrolado via desarrollo tambien conocer probelma afectar directamente grupo familiar
"Se prestará especial atención a la recualificación de mujeres desempleadas para el acceso a los puestos de trabajo de los nuevos yacimientos de empleo, con acompañamiento hasta la inserción laboral.",503,1,-1,prestar especial atención recualificación mujer desempleado acceso puesto trabajo nuevo yacimiento empleo acompañamiento inserción laboral
"oAvance en el reconocimiento del derecho a la conciliación de la vida personal, familiar y laboral.",503,1,-1,oavanzar reconocimiento derecho conciliación vido personal familiar laboral
Crearemos mecanismos y procesos para priorizar las decisiones colectivas.,202.4,1,0,crearer mecanismo proceso priorizar decisión colectivo
lo que se expresa luego en que de los delitos sufridos se denuncien menos que en otros sectores.,503,1,-1,expresar luego delito sufrido denuncien menos sector
Conscientes de la necesidad de construir colectivamente nuestra propuesta de gobierno mantenemos abierto el debate a nivel nacional y comunitario para que este importante aporte popular se constituya en el mandato de nuestra acción gubernamental.,202.4,1,0,consciente necesidad construir colectivamente propuesto gobierno mantener abierto debate nivel nacional comunitario importante aporte popular constituir mandato acción gubernamental
Esta sólo se desarrolla plenamente al amparo de las garantías que brinda el sistema democrático republicano de gobierno.,201.1,1,0,sólo desarrollar plenamente amparo garantía brindo sistema democrático republicano gobierno
5.3.2. Rechazar toda política de seguridad discriminatoria que criminalice la pobreza.,503,1,-1,rechazar todo político seguridad discriminatorio criminalice pobreza
"así como el apoyo en el desarrollo profesional, con el fin de colaborar con su independencia financiera.",503,1,-1,así apoyo desarrollo profesional fin colaborar independencia financiero
permitiendo que las personas y empresas destinen parte de los impuestos que pagan a financiar los programas sociales de las instituciones que ellas libremente elijan.,503,1,-1,permitir persona empresa destinar parte impuesto pagar financiar programa social institución libremente elegir
Avance legislativo en licencias por maternidad y paternidad.,503,1,-1,avance legislativo licencia maternidad paternidad
"derechos humanos,",201.2,1,0,derechos humanos
"Desarrollar programas de etnoeducación, con especial énfasis en la educación bilingüe y multicultural, en la educación primaria y la ampliación de la cobertura de la educación secundaria por medio de metodologías innovadoras de pertinencia para grupos de población dispersa.",607.3,1,0,desarrollar programa etnoeducación especial énfasis educación bilingüe multicultural educación primario ampliación coberturo educación secundario medio metodologíos innovadora pertinencia grupo población disperso
"Miles de niños, niñas y adolescentes en México, crecen en un contexto de violencia cotidiana que deja secuelas profundas e incluso termina cada año con la vida de centenares de ellos, ya que de acuerdo con el Informe Nacional sobre Violencia y Salud de la Secretaría de Salud, en 2006, dos niños con menos de 14 años murieron cada día a causa de la violencia en México; dicha cifra aumentó para el año 2015, al pasar a 2.8 por día, lo que equivale a 1,057 homicidios al año.",503,1,-1,mil niño niña adolescente méxico crecer contexto violencia cotidiano dejar secuela profundo incluso terminar cada año vida centenar acuerdo informe nacional violencia salud secretacer salud dos niño menos año morir cada día causar violencia méxico dicho cifra aumentar año pasar día equivaler homicidio año
Ausencia de política económica autónoma que responda a los intereses nacionales,103.1,1,0,ausencia político económico autónomo responder interés nacional
Conducta avara y de indolencia social por parte de los propietarios y administradores de las grandes corporaciones.,503,1,-1,conducta avar indolencia social parte propietario administrador grande corporación
se abrirá el camino hacia una nueva forma de asignación de la riqueza social y de distribución coherente del excedente económico.,503,1,-1,abrir camino hacia nuevo forma asignación riqueza social distribución coherente excedente económico
"Realizar  ajustes  de  forma  y fondo  en  las estrategias nacionales de empleo,que incorporen la perspectiva de la vulnerabilidad en   sus   dimensiones   personales,   familiares   y   socioculturales,   para   que   las poblaciones  en  riesgo  estén  incluidas  de  manera  expresa  en  el  rediseño  de  los programas  sociales,",503,1,-1,realizar ajuste formar fondo estrategia nacional empleoque incorporar perspectiva vulnerabilidad dimensión personal familiar sociocultural población riesgo incluido manera expreso rediseño programa social
c) Por lo anterior propiciamos un proceso más pleno y autónomo de desarrollo de la organización social,606.2,1,0,c anterior propiciar proceso pleno autónomo desarrollo organización social
"Finalment, i en un altre ordre de coses, cal fer una important tasca de formació i pedagogia a nivell social i educatiu sobre la transsexualitat per remoure obstacles i facilitar la integració de les persones transsexuals, millorar la convivència i eliminar actituds discriminatòries.",503,1,-1,finalment i altre ordre cós cal fer important tasca formaceír i pedagogia nivell social i educatiu transsexualitat per remoure obstacl i facilitar integraceír persón transsexuals millorar convivncia i eliminar actituds discriminatri
- Mayor aportación a mayor riqueza.,503,1,-1,mayor aportación mayor riqueza
"Esta brecha de género, es más pronunciada para las mujeres pobres (49% en el caso urbano; 73% en el rural).",503,1,-1,brecha género pronunciado mujer pobre caso urbano rural
"La combatiremos con diversos programas como restaurantes escolares, canastas de alimentos, distribución de complementos nutritivos a menores de 12 años, mujeres lactantes y gestantes, discapacitados y desplazados de los grupos sociales pertinentes, en hogares comunitarios, escuelas y hogares.",503,1,-1,combatirer diverso programa restaurante escolar canasta alimento distribución complemento nutritivo menor año mujer lactant gestant discapacitado desplazado grupo social pertinente hogar comunitario escuela hogar
"Igualmente, en este contexto deben resaltarse todas aquellas reparaciones individuales y colectivas que el Estado colombiano realiza en cumplimiento de las sentencias condenatorias que, por acción u omisión comprobada de agentes estatales en casos de violaciones a los DD. HH. y al DIH, son proferidas por las cortes nacionales e internacionales.",201.2,1,0,igualmente contexto deber resaltar él todo aquel reparación individual colectivo colombiano realizar cumplimiento sentencia condenatorio acción u omisión comprobado agente estatal caso violación dd hh dih proferida corte nacional internacional
Ninguna familia puede ser sometida a discriminación basada en la orientación sexual o identidad de género de cualquiera de sus integrantes”.,604,1,0,ninguno familia poder ser someter discriminación basado orientación sexual identidad género cualquiera integrante
Es un reto que debemos afrontar cuanto antes para lograr la equidad y la igualdad social en nuestro país.,503,1,-1,reto deber afrontar cuanto lograr equidad igualdad social país
"La desigualtat, a més de poder ser analitzada i entesa des de l’òptica de diferents nivells de renda, també pot ser interpretada des de la perspectiva generacional.",503,1,-1,desigualtat més poder ser analitzar i entés des lptico diferents nivells renda també pot ser interpretar des perspectiva generacional
Línea de acción 1 Consolidar los proyectos y políticas de fomento de producción cultural y artística de nuestros pueblos originarios.,607.3,1,0,líneo acción consolidar proyecto política fomento producción cultural artístico pueblo originario
